outcome,exposure_group,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,pred_path,color_group,step_size
nonvegan,vegan,Proportion,1.691939133945844,NA,1.1844294963743514,1.1631508098056809,2.2617630984737906,1.00057558427499,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegan_dishes_prop/plots/SRQS8F7JWA9MZ.png,Animal,0.05714285714285715
nonvegan,vegan,Proportion,0.9242589015233319,NA,1.097038336416333,-0.06187540371808753,1.9572739077056285,1.00791667718654,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegan_dishes_prop/plots/W8T41JZK0ZMEP.png,Animal,0.05714285714285715
nonvegan,vegetarian,Count,0.009950330853168092,NA,1.0014361533447291,-0.05129329438755058,0.0769610411361284,1.00410253363992,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegetarian_dishes_count/plots/2HRX9P6HKXA8V.png,Animal,0.05714285714285715
nonvegan,vegetarian,Count,0.10436001532424286,NA,1.0102492411571136,0.0769610411361284,0.12221763272424911,1.00126934636385,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegetarian_dishes_count/plots/ED5J990H5VAZT.png,Animal,0.05714285714285715
nonvegan,vegetarian,Count,0,NA,0.999932352017197,-0.01005033585350145,0.009950330853168092,1.00061011145939,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegetarian_dishes_count/plots/JHDN7CF1C03X5.png,Animal,0.05714285714285715
nonvegan,vegetarian,Count,0.058268908123975824,NA,1.0058870627980128,0.01980262729617973,0.09531017980432493,1.00400247476887,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegetarian_dishes_count/plots/L69HYJ4Y3TR91.png,Animal,0.05714285714285715
nonvegan,vegetarian,Count,0.06765864847381486,NA,1.0064116896715523,0.03922071315328133,0.08617769624105241,1.00092349310069,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegetarian_dishes_count/plots/SRQS8F7JWA9MZ.png,Animal,0.05714285714285715
nonvegan,vegetarian,Count,0.02955880224154443,NA,1.0024897868521108,0.009950330853168092,0.03922071315328133,1.01009382351672,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegetarian_dishes_count/plots/W8T41JZK0ZMEP.png,Animal,0.05714285714285715
nonvegan,vegetarian,Proportion,0.34358970439007686,NA,1.0350910907784712,-1.3093333199837622,1.5129270120532565,1.02095316519052,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegetarian_dishes_prop/plots/2HRX9P6HKXA8V.png,Animal,0.05714285714285715
nonvegan,vegetarian,Proportion,1.2499017362143359,NA,1.1331625678246704,0.4054651081081644,2.3174737054877963,1.00176184450764,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegetarian_dishes_prop/plots/ED5J990H5VAZT.png,Animal,0.05714285714285715
